Meta tags,Name,Description,Category,Price,Image
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.28', 'LocalName is TP418']","Delve Chocolate Mascarpone Truffles, Variety Pack, 36-count","""

Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.




This item is shipped chilled, please refrigerate immediately

 




Chocolate Mascarpone Truffles


55 calories per truffle


Keep refrigerated


36-count




Assortment:




12 - Chocolate Ganache (milk chocolate)


12 - Tiramisu (white chocolate)


12 - Sea-Salted Caramel Crème (dark chocolate)




""","Grocery, Household Essentials & Pet/Deli",19.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1676441-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.19', 'LocalName is TP409']","Three Bridges Egg Bites, Bacon & Cheese Egg Bites, 7-count","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
Fluffy Mini Muffin Shaped Eggs with Uncured Bacon and a Three Cheese Blend
2 egg bites per pkg
4.6 oz pkg
7-count
More Information:
Keep refrigerated, do not freeze
Cook thoroughly
Gluten free
Keto friendly
rbST free monterey jack and cheddar cheese
20g protein
Only 1g sugar
Only 3g carbs 
Cooks in 90 seconds
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",29.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1465530-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.30', 'LocalName is TP420']","Kirkland Signature Organic Butter, Unsalted, Stick, 1 lb, 2-count","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
Butter 
Unsalted 
Grade AA 
1 lb box (4-sticks) 
4-count
More Information:
Keep refrigerated 
Kosher
Trans Fat 0 g per serving 
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",13.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=128914-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.18', 'LocalName is TP408']","Cello Variety Pack, Cracker Cut, Premium Sliced Cheeses, 2 lbs","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
Aged Cheddar, Jarlsberg, Creamy Havarti, Dutch Gouda
Approximately 32 slices of each cheese
Premium sliced cheeses
Cracker cut
More Information:
Perfect for snacking, sandwiches & sliders
Keep refrigerated
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",29.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1484855-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.14', 'LocalName is TP404']","Kirkland Signature Unsalted Sweet Cream Butter Solids, 1 lb, 4-count","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
Butter 
Unsalted 
Sweet cream 
4 - 1 lb blocks
More Information
Keep refrigerated
Grade AA 
Kosher    
First quality   
Trans Fat 0g per serving   
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",17.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=44110-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.30', 'LocalName is TP420']","Kirkland Signature Salted Sweet Cream Butter Solids, 1 lb, 4-count","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
Butter  
Salted  
Sweet Cream
4 - 1 lb blocks
More Information:
Keep refrigerated
Grade AA
Kosher
First quality
Trans Fat 0g per serving
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",17.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=44111-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.27', 'LocalName is TP417']","Kirkland Signature Unsalted Sweet Cream Butter, 16 oz, 4-count","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
4-count
16 oz packages
Each package has four, 4 oz Sticks
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",17.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=384962-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.30', 'LocalName is TP420']","Kirkland Signature Salted Sweet Butter Cream, 16 oz, 4-count","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
4-count
16 oz packages
Each package has four, 4 oz Sticks
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",18.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=384881-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.13', 'LocalName is TP403']","Kirkland Signature Organic Salted Butter, 16 oz, 2-count","""
						  
								  	Due to the perishable nature of the items, orders will only ship on Monday, Tuesday, Wednesday for Wednesday, Thursday, Friday delivery. Orders placed after noon on Wednesday will ship the following Monday.
This item is shipped chilled, please refrigerate immediately
Butter Quarters 
Salted
USDA Grade AA
1 lb box (4 sticks) 
2-count
More Information:
Keep refrigerated
Kosher
USDA Organic
Ships Chilled


""","Grocery, Household Essentials & Pet/Deli",29.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=128912-847&recipeName=680
Meta tags,Name,Description,Category,Price,Image
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.24', 'LocalName is TP314']",CyberPower Power & Surge Bundle,"""

Item may be available in your local warehouse.















Product details have been supplied by the Manufacturer, and are hosted by a third party.



























Power solutions for the home and office
Contemporary power solutions to help power and charge your home and office.

























Media










































































































































































Surge Protection


Charge Personal Electronics


Keep Power Within Reach










Product Q&A












Are all of the outlets surge protected?












No, only the surge protector in this combo-pack provides surge protection. 


















How durable are these units?












These devices are built with an impact-resistant casing to ensure maximum durability and prolong the life of the unit.    


















Do any of the units support USB-C?












The TR15UC30 USB charging station is equipped with a 30W PD USB-C charge port to rapidly charge mobile devices and laptops. 






















Documents
















MP1020SEC Datasheet












MP1020SEC User Manual


















Proposition 65 Warning:
This product can expose you to chemicals including styrene (ABS), which is known to the State of California to cause cancer, and bisphenol A (BPA), which is known to the State of California to cause birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.














The Cyberpower MP1020SEC Bundle comes with one USB charging hub with four USB ports, one USB type C port. One surge protector power strip with braided cord with two 2.4-AMP USB ports. And one corded power outlet with two 2.4-AMP USB ports.
USB CHARGING HUB:
Input voltage: 125V
USB-A charge ports: 4
USB-A output: 4.2A (shared)
USB-C charge port: 1
USB-C output: 30W PD
Plug type: NEMA 1-15P
Power cord: 5 ft
Warranty: 1 year Limited
SURGE PROTECTOR POWER STRIP:
Surge suppression: 500 J
USB ports: 2 (2.4-Amp)
Plug type: NEMA 5-15P (45° off-set)
Outlet type: 4 NEMA 5-15R
Power cord: 3 ft., Braided
Warranty: Limited lifetime
Connected Equipment Guarantee: $15,000
CORDED
 
POWER OUTLET:
Outlet type: 1 NEMA 5-15R
USB charge ports: 2 (2.4A)
Plug type: NEMA 5-15P
Plug style: Right Angle, 45° Offset Right
Power cord: 6 ft
Warranty: 1 year Limited


""",Computers/Computer Accessories/Surge Protectors & Power Strips,29.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1424221-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.17', 'LocalName is TP307']","CyberPower Surge Protector, 3-pack","""

Item may be available in your local warehouse, prices may vary.















Product details have been supplied by the Manufacturer, and are hosted by a third party.



























Why Do You Need Surge Protection?
Surge protectors, or surge suppressors, absorb spikes in energy caused by storms and electrical power surges, safeguarding connected electronic equipment.

























Media






















































































































































































Home Office
Safeguard your costly computer equipment from potential damage that can be caused by power spikes and surges.


Home Electronics
Keep your smart-home devices protected during surges and spikes in power.


Personal Electronics
Guard your gear and prevent damaging spikes and surges from reaching your small, personal electronics.










Product Q&A












Are all of the outlets surge protected?












Yes, all the outlets provide surge protection for sensitive electronic equipment during an AC power surge or power spike, preventing damage.


















How durable are these units?












These devices are built with an impact-resistant casing to ensure maximum durability and prolong the life of the unit. 


















Do any of the units support USB-C Charging?












Yes, the 6 outlet wall tap and the 8 outlet strip both feature USB-C ports for device charging.


















Do any of the units accommodate oversized plugs without blocking other outlets?












Yes, both the 7 outlet strip and 8 outlet strip have wide spaced receptacles suitable for large plugs.


















How do I know these units are providing surge protection?












Each surge protector has two LED indicators to let users know their electronics are properly grounded and protected.






















Documents
















CyberPower MP1058SSW - Data Sheet












CyberPower MP1058SSW - User Manual


















Proposition 65 Warning:
This product can expose you to chemicals including Styrene (ABS), which is known to the State of California to cause cancer, and Bisphenol A (BPA), which is known to the State of California to cause birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.














The Cyberpower MP1058SSW combo pack comes with one 8-outlet surge protector strip with USB-A and USB-C, one 7-outlet surge protector strip with USB-A, and one 6-outlet Wall Tap surge protector with USB-A and USB-C.
Surge Protector Power Strip with USB- 8 Outlets
Specifications: 
AC Outlets: 8
Outlet Type: NEMA 5-15R
Surge Suppression: 2700 J
USB-A Ports: 1
USB-A Output: 2.4A
USB-C Ports: 1
USB-C Output: 20W PD
Plug Type: NEMA 5-15P
Plug Style: Right-Angle 45 Degree Offset
Power Cord: 6 ft
Wall Tap Surge Protector with USB- 6 outlets
Specifications:
 
AC Outlets: 6
Outlet Type: NEMA 5-15R
Surge Suppression: 2000 J
USB-A Ports: 1
USB-A Output: 2.4A
USB-C Ports: 1
USB-C Output: 20W PD
Plug Type: NEMA 5-15P
Surge Protector Power Strip with USB- 7 Outlets
Specifications: 
AC Outlets: 7
Outlet Type: NEMA 5-15R
Surge Suppression: 2000 J
USB-A Ports: 2
USB-A Output: 2.4A (Shared)
Plug Type: NEMA 5-15P
Plug Style: Right-Angle 45 Degree Offset
Power Cord Length: 4 ft


""",Computers/Computer Accessories/Surge Protectors & Power Strips,39.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=3222555-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.12', 'LocalName is TP302']",CyberPower 2-pack Surge Protector with 8 Outlets & 2 USB Charging Ports ,"""














Product details have been supplied by the Manufacturer, and are hosted by a third party.





























Professional Surge Protection






Designed for use in home and office, the MP1021SS Surge Protector Multipack from CyberPower protects electronic devices from damage caused by power spikes and surges. It features eight surge-protected outlets (two widely spaced), two charge ports (2.1 Amps shared), and a six-foot power cord with a low profile plug. This multipack is rated at 2700 joules, is ideal for use video and audio equipment, cable and satellite equipment, game consoles, computers, laptops, and smartphones.




















Proposition 65 Warning
This product can expose you to chemicals including bisphenol A (BPA) and styrene (ABS), which is known to the State of California to cause reproductive harm and cancer.










Media
































































































MP1021SS Multi-pack Surge Protector
For home and office computers, electronics, and home theater equipment
Includes 8 surge-protected outlets to safeguard against power surges and spikes
Provides 2700 joules of protection for connected equipment
2 USB ports quickly charge smartphones, tablets, and other mobile accessories
EMI/RFI noise filter improves sound and picture quality 




















""",Computers/Computer Accessories/Surge Protectors & Power Strips,24.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1271620-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.17', 'LocalName is TP307']","CyberPower 625VA Battery Back-up System with Surge Protection, Black","""

Proposition 65 Warning
This product can expose you to chemicals including Styrene, which are known to the State of California to cause cancer, and Bisphenol A (BPA), which are known to the State of California to cause birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.
For desktop computers, home theater equipment, personal electronics & more
8 total outlets including 4 surge only and 4 battery backup + surge
Battery backup keeps devices running during brief outages and provides enough runtime power for safe shut down
Surge and data line protection safeguards against sudden power surges or spikes
Estimated Battery Run Time
66 Minutes: Notebook Computer
35 Minutes: Workstation Computer
10 Minutes: Desktop Computer, Modem and Router.
 
TYPICAL APPLICATIONS
Provides backup power and surge protection for home and small office electronics, including:
Desktop computers
Home networking
Home theater systems
Game consoles
Routers & modems
Personal electronics















Product details have been supplied by the Manufacturer, and are hosted by a third party.



























Why Do you Need a UPS System?
Even brief power outages can result in data loss or potential hardware damage. A UPS system provides battery backup power to keep your devices running during short outages and provides enough runtime to properly shut down electronics during extended outages.

































































Desktop Computers

Ensure
seamless power to your PC and make certain you have time to safely shut down
your system during a longer outage.    


Home Networking/VoIP
Keep your smart-home devices connected to your WIFI during power outages and brownouts. 


Personal Electronics
Don’t let the game end when the power goes out. Backup battery power keeps gaming consoles, stereos, and chargers running.    










Media


















































































Product Q&A












How long will the UPS power my systems after the power goes out?













Run times vary based on the power required by
connected devices. This system is estimated to run for 9 minutes at half load,
2 minutes for a full load.    


















Can this UPS model be monitored over a network?












The XC625 comes with a free download of PowerPanel Personal that provides a user-friendly dashboard interface for controlling and monitoring the UPS.


















Do all of the outlets have battery backup power and surge protection?












No, not all of the outlets have battery backup power. The XC625 has four battery backup and surge protected outlets and four surge protected outlets.


















Can this unit accommodate larger plugs?












Yes, the XC625 can accommodate large transformer-based plugs without compromising access to the other outlets.


















How do I mute the Alarms?












To turn the Alarm Off, quickly press the power button twice. You will hear two short beeps when the Alarm is turned Off. To turn the Alarm back ON, quickly press the power button twice. You will hear a single short beep when the Alarm is turned On.    






















Documents
















CyberPower XC625 Battery Backup UPS - Data Sheet












CyberPower XC625 Battery Backup UPS - User Manual


















""",Computers/Computer Accessories/Surge Protectors & Power Strips,54.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1350938-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.15', 'LocalName is TP305']","CyberPower Wall Tap Swivel Surge with 6 Outlets & 2 USB Charging Ports, 4-pack, White","""














Product details have been supplied by the Manufacturer, and are hosted by a third party.



























Why Do You Need Surge Protection?
Surge protectors, or surge suppressors, absorb spikes in energy caused by storms and electrical power surges, safeguarding connected electronic equipment.

























Media










































































































































































Home Office
Safeguard your costly computer equipment from potential damage that can be caused by power spikes and surges.


Home Electronics
Keep your smart-home devices protected during surges and spikes in power.


Personal Electronics
Guard your gear and prevent damaging spikes and surges from reaching your small, personal electronics.










Product Q&A












Do both outlet banks swivel?












Yes, both outlet banks swivel up to 90 degrees to provide power protection and distribution for tight spaces, such as behind bookcases or desks.


















How many outlets does this unit take up when in use?












This unit will take up two outlets. It will provide 6 outlets and 2 USB charge ports.


















Do all of the outlets have surge protection?












Yes, all of the outlets provide surge protection to protect excess voltage away from electronic equipment during an AC power surge or power spike.


















Will this this unit accommodate oversized plugs without blocking other outlets?












No, this unit does not have widely spaced outlets to accommodate oversized plugs.


















How do I know this unit is providing surge protection?












The unit has two LED indicators that let users know electronics are powered and protected.






















Documents
















CyberPower MP1028WWR1 Surge Protector - Data Sheet












CyberPower MP1028WWR1 Surge Protector - User Manual


















Proposition 65 Warning:
This product can expose you to chemicals including Styrene, which are known to the State of California to cause cancer, and Bisphenol A (BPA), which are known to the State of California to cause birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.














Protect home and office computers, electronics, and home theater equipment
The CyberPower MP1028WWR1 Surge Protector is ideal for Home/Office protection with 1200 joules, 6 swivel
outlets, 2 USB charge ports (2.4 Amps shared), and a convenient wall tap design. The surge protector is ideal for protecting personal computers, phones/ fax/modems, printers, stereos, and other electronics. Its two USB ports are perfect for keeping tablets, smart phones, and other rechargeable electronics ready for use.
Typical Applications:
Consumer Electronics
Personal Computers
Stereos
Features:
Four pack of surge protection
6 Surge Protected Outlets
1200 Joules of Surge Protection
(2) 2.4A USB Charging Ports
Compact Design
Wall Tap Plug
EMI/RFI Noise Filters
Lifetime Warranty


""",Computers/Computer Accessories/Surge Protectors & Power Strips,39.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1491507-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.23', 'LocalName is TP313']",CyberPower LE850G UPS Battery Backup with Surge Protection,"""














Product details have been supplied by the Manufacturer, and are hosted by a third party.



























Why Do you Need a UPS System? 
Even brief power outages can result in data loss or potential hardware damage. A UPS system provides battery backup power to keep your devices running during short outages and provides enough runtime to properly shut down electronics during extended outages.


































































Desktop Computers
Ensure seamless power to your PC and make certain you have time to safely shut down your system during a longer outage.


Home Networking/VoIP
Keep your smart-home devices connected to your WIFI during power outages and sags.


Home Theaters
Protect sensitive televisions, projectors, satellites, and cable boxes from power surges and spikes.










Media






































































Product Q&A












How long will the UPS power my systems after the power goes out?












Run times vary based on the power required by connected devices. This system is estimated to run for 7 minutes at half load, 2 minutes for a full load.


















Can this UPS model be monitored over a network?












The LE850G comes with a free download of PowerPanel Personal that provides a user-friendly dashboard interface for controlling and monitoring the UPS.


















Do all of the outlets have battery backup power and surge protection?












No, not all of the outlets have battery backup power. The LE850G has six battery backup and surge protected outlets and six surge protected outlets.


















Can this unit accommodate larger plugs?












Yes, the LE850G can accommodate 4 large transformer-based plugs without compromising access to the other eight outlets.


















How do I mute the Alarms?












Press the MUTE button for 2 seconds to enable the audible alarm (beeps once) or disable (beeps twice) the audible alarm. 






















Documents
















CyberPower LE850 PC Battery Backup UPS System - Data Sheet












CyberPower LE850 PC Battery Backup UPS System - User Manual


















Proposition 65 Warning:
This product can expose you to chemicals including Styrene, which are known to the State of California to cause cancer, and Bisphenol A (BPA), which are known to the State of California to cause birth defects or other reproductive harm. For more information go to http://www.P65Warnings.ca.gov.














The CyberPower LE850G Battery Backup/ uninterruptible power supply (UPS) with line interactive topology safeguards small office workstations, networking devices, and home entertainment systems by providing battery power during power interruptions and surge protection.
The LE850G uses Automatic Voltage Regulation (AVR) to correct minor power fluctuations without switching to battery power, and extends battery life. 
This UPS has patented GreenPower UPS™ Bypass circuitry to save on energy costs by reducing energy consumption and heat buildup.
Features:
850VA / 460W
Line-Interactive Topology
AVR & GreenPower UPS™
Compact Desktop Form Factor
RJ11 Protection (1-in / 2 Out)
12 Outlets 
EMI/RFI Filters
PowerPanel® Personal Edition
3-Year Warranty
Typical Applications:
Desktop Computers
Home Networking/VoIP
Personal Electronics
Home Theater Devices


""",Computers/Computer Accessories/Surge Protectors & Power Strips,74.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1383975-847&recipeName=680
Meta tags,Name,Description,Category,Price,Image
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.87', 'LocalName is TP236']","Kirkland Signature Cutlery, Clear, 360-count ","""

Premium Strength Clear Plastic Cutlery
Perfect for any occasion
180 Forks
120 Spoons
60 Knives
Each individually wrapped in 20 count packs


""","Grocery, Household Essentials & Pet/Paper & Plastic Products/Paper, Plastic & Disposable Plates",29.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=12648-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.85', 'LocalName is TP234']","Kirkland Signature Elegant Plastic Plates, 50-count","""

50 total plates
25 each - 7.5 in and 10.25 in


""","Grocery, Household Essentials & Pet/Kirkland Signature Grocery",16.49,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1343253-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.35', 'LocalName is TP213']","Classicware Plastic Dinner & Appetizer Plates, Clear, 50-count","""

Dinner and appetizer plastic plates
Assortment: 25-7.5"""" plates, 25-10.25"""" plates
Clear
50-count


""","Grocery, Household Essentials & Pet/Paper & Plastic Products/Paper, Plastic & Disposable Plates",15.29,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=360052-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.86', 'LocalName is TP235']","Artstyle Paper Plate & Napkin Bundle, Leaves in Autumn, 200-count","""

Make your fall celebrations a little extra special with help from our Leaves in Autumn Party Supplies Kit, 200 ct. Featuring a farmhouse autumn leaves design, these 10"""" x 12"""" oval Performa paper plates deliver strength and style for extra helpings of your favorite dishes. The 3-ply paper napkins feature a shiplap background with a leaves border for a festive look. Each kit serves 50 guests and makes cleanup a breeze. Each plate is microwave safe and cut resistant making them ideal for Fall cookouts. Pair with coordinating party supplies and disposable tableware for a complete look. Grab your Fall disposable dinnerware today!






Each pack contains 100 Leaves in Autumn oval paper plates and 100 Leaves in Autumn napkins


High-quality Performa paper plates deliver strength and style in one plate


These paper plates are microwave safe and cut resistant


Paper plates measure 10"""" x 12""""


Napkins are sturdy 3-ply


Ideal for fall celebrations




""","Grocery, Household Essentials & Pet/Paper & Plastic Products/Paper, Plastic & Disposable Plates",32.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1687472-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.45', 'LocalName is TP223']","Hefty Super Weight 8 7/8-inch Foam Plate, 220-count","""
						  
								  	Make Hefty Super Weight Foam Plates your go-to choice when the occasion calls for a dependable disposable plate and fuss-free cleanup. If your barbecue, picnic or child's birthday party involves dishes such as hamburgers, ribs, or desserts such as ice cream sundaes, count on these strong and durable plates to stand up to the challenge. These Hefty foam plates are equipped with a premium cut-resistant Crystal Coat technology and a soak-proof layer that provides a barrier to leaks, so even your messiest meals don't end up on your clothing.  These foam plates save you the hassle of doing dishes and simplify cleaning up, so you can relax and enjoy more time with loved ones.  All Hefty products are backed by a 100% satisfaction guarantee.  
Hefty® Super Weight Foam Plate,  8 7/8 in, 220 Count
This package includes 220 Hefty Super Weight disposable 8-7/8inch white foam plates
Hefty Super Weight disposable plates are 50% stronger than regular foam plates making them durable and sturdy - perfect for heavier meals
Hefty Super Weight plates are laminated with cut-resistant Crystal Coat laminate technology 
Hefty Super Weight disposable plates are strong and soak-proof to prevent stains and leaks and handle the messiest meals, while also remaining affordable for everyday use
These plates are great for everyday use, backyard BBQs, camping tableware and special events because they provide quick and easy cleanup, leaving you more time with family and friends


""","Grocery, Household Essentials & Pet/Paper & Plastic Products/Paper, Plastic & Disposable Plates",18.49,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1153934-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.87', 'LocalName is TP236']","Kirkland Signature Cutlery, Clear, 360-count ","""

Premium Strength Clear Plastic Cutlery
Perfect for any occasion
180 Forks
120 Spoons
60 Knives
Each individually wrapped in 20 count packs


""","Grocery, Household Essentials & Pet/Paper & Plastic Products/Paper, Plastic & Disposable Plates",18.69,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=12648-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.87', 'LocalName is TP236']","WNA Party 7 1/2-inch Plastic Plates, 70-count","""

70-count
7.5"""" plates 
USA made


""","Grocery, Household Essentials & Pet/Paper & Plastic Products/Paper, Plastic & Disposable Plates",9.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=7581-847&recipeName=680
"['currentBuildNumber is 3.0.59624.0', 'currentSolrBuildNumber is 3.0.33624.0', 'ServerName is www.costco.com ', 'LocalAddress is xxx.xxx.xxx.89', 'LocalName is TP238']","Artstyle Paper Plate & Napkin Bundle, Watermelon Festival, 400-count","""

Get ready for summer fun with our Watermelon Festival Summer Entertaining Kit. Your family and friends can pile on the picnic food worry free with our extra sturdy Performa plates in both a 10"""" and 7"""" size for all your party needs. This kit also includes plenty of 3-ply absorbant napkins to battle even the most ambitions bar-b-que! Each SummerParty  Kit includes 100 Watermelon Festival Plates (10""""), 100 Watermelon Festival Dessert Plates (7"""") and 200 Watermelon Festival Luncheon Napkins (6.5"""").

 




400 pc Watermelon Festival Summer Entertaining Kit


Kit serves up to 100 people for summer-long grilling


Kit includes 100 dinner plates, 100 dessert plates and 200 napkins


Extra sturdy Performa plates and 3-ply napkins are ready burgers and bar-b-que


This kit is perfect for parties by the pool, cook outs on the deck or picnics at the park




""","Grocery, Household Essentials & Pet/Paper & Plastic Products/Paper, Plastic & Disposable Plates",34.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1657797-847&recipeName=680
